linear regression  (Abstract)
Timespan:1900-2022. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"The Solar Radiation Climate of Greece","Kambezidis, Harry D.","","","","CLIMATE","DEC 2021","2021","9","12","","","","","","183","10.3390/cli9120183","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A spatial land use clustering framework for investigating the role of land use in mediating the effect of meteorology on urban air quality","Montazeri, Amir; Lilienthal, Achim J.; Albertson, John D.","","","","ATMOSPHERIC ENVIRONMENT-X","DEC 2021","2021","12","","","","","","","100126","10.1016/j.aeaoa.2021.100126","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mortality Sensitivity of Cardiovascular, Cerebrovascular, and Respiratory Diseases to Warm Season Climate in Japanese Cities","Ohashi, Yukitaka; Miyata, Akari; Ihara, Tomohiko","","","","ATMOSPHERE","DEC 2021","2021","12","12","","","","","","1546","10.3390/atmos12121546","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calibration of X-Band Radar for Extreme Events in a Spatially Complex Precipitation Region in North Peru: Machine Learning vs. Empirical Approach","Rollenbeck, Ruetger; Orellana-Alvear, Johanna; Rodriguez, Rodolfo; Macalupu, Simon; Nolasco, Pool","","","","ATMOSPHERE","DEC 2021","2021","12","12","","","","","","1561","10.3390/atmos12121561","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Improving Predictions of Stream CO2 Concentrations and Fluxes Using a Stream Network Model: A Case Study in the East River Watershed, CO, USA","Saccardi, Brian; Winnick, Matthew","","","","GLOBAL BIOGEOCHEMICAL CYCLES","DEC 2021","2021","35","12","","","","","","e2021GB006972","10.1029/2021GB006972","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estimation of MUF(3000)F2 using Earth-ionosphere geometry for Karachi and Multan, Pakistan","Siddique, Hira; Tahir, Afnan; Gul, Iffat; Waris, Bisma binte; Ameen, Muhammad Ayyaz; Talha, Madeeha; Ali, Muneeza Salman; Ansari, Alisha; Javaid, Saba","","","","ADVANCES IN SPACE RESEARCH","DEC 1 2021","2021","68","11","","","","4646","4657","","10.1016/j.asr.2021.08.016","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spatio-temporal dependency of vegetation dynamics on climatic variables during 1982-2015 over India","Sonali, P.; Paul, Subir","","","","ADVANCES IN SPACE RESEARCH","DEC 1 2021","2021","68","11","","","","4616","4635","","10.1016/j.asr.2021.09.005","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nongrowing Season CO2 Emissions Determine the Distinct Carbon Budgets of Two Alpine Wetlands on the Northeastern Qinghai-Tibet Plateau","Song, Chenggang; Luo, Fanglin; Zhang, Lele; Yi, Lubei; Wang, Chunyu; Yang, Yongsheng; Li, Jiexia; Chen, Kelong; Wang, Wenying; Li, Yingnian; Zhang, Fawei","","","","ATMOSPHERE","DEC 2021","2021","12","12","","","","","","1695","10.3390/atmos12121695","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evapotranspiration Estimation Using Remote Sensing Technology Based on a SEBAL Model in the Upper Reaches of the Huaihe River Basin","Tan, Linshan; Zheng, Kaiyuan; Zhao, Qiangqiang; Wu, Yanjuan","","","","ATMOSPHERE","DEC 2021","2021","12","12","","","","","","1599","10.3390/atmos12121599","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Extreme Temperature Events in Serbia in Relation to Atmospheric Circulation","Tosic, Ivana; Putnikovic, Suzana; Tosic, Milica; Lazic, Irida","","","","ATMOSPHERE","DEC 2021","2021","12","12","","","","","","1584","10.3390/atmos12121584","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
